,census_tract,lat,lon,ZCTA5,pop9,median_fam_inc_9,median_hh_inc_9,median_house_value_9,median_rent_9,median_fam_inc_0,median_hh_inc_0,median_house_value_0,median_rent_0,median_fam_inc_1,median_hh_inc_1,median_house_value_1,median_rent_1,rent_units_9,rent_units_0,rent_units_1
544,36047025500,40.6973922,-73.95128620000001,11206.0,5969,11084,10993,0,195,13891,11822,0,219,22227,16670,0,349,1669,1653,1691
545,36047025600,40.614995,-73.9856662,11204.0,2696,35536,30956,194100,544,45078,40871,250300,701,42000,35417,618900,829,530,547,575
546,36047025700,40.698218,-73.9473445,11206.0,1084,10551,10441,0,391,37258,32275,105900,725,33018,26625,550800,1055,353,431,477
547,36047025800,40.613288399999995,-73.9874098,11204.0,4114,32564,28966,218500,547,35466,31541,273800,695,39815,38796,723100,1014,1150,1209,1226
548,36047025901,40.6949675,-73.946224,11206.0,1676,12100,15938,162500,456,16765,18150,0,594,22313,26053,485600,1097,393,457,615
549,36047025902,40.696965999999996,-73.945154,11206.0,4012,12487,10862,0,207,14278,13218,0,260,18750,20963,0,446,1102,1016,1045
550,36047026000,40.6169171,-73.9923457,11204.0,2739,34263,29046,220000,552,37841,31651,200700,756,47404,41759,611500,1118,631,738,800
551,36047026100,40.6923989,-73.9457142,11206.0,4140,11433,10330,87500,350,18493,15702,148400,537,31289,24253,587200,911,1151,1274,1641
552,36047026200,40.618728499999996,-73.9970786,11204.0,2098,30750,25161,193800,544,46250,38000,225400,708,52443,41633,594600,893,385,450,403
553,36047026300,40.6894684,-73.94513140000001,11221.0,1584,30694,18971,67500,388,27700,25417,180900,555,35127,33235,605200,1023,459,556,665
554,36047026400,40.6148679,-73.9974816,11204.0,3760,31134,24386,186700,520,34239,30525,223200,715,47888,43184,633700,1010,1094,1187,1206
555,36047026500,40.6869045,-73.9446206,11221.0,2956,23482,20239,167500,481,25196,24977,187100,644,31786,43250,633600,1004,820,982,1222
556,36047026600,40.61263029999999,-73.9903254,11204.0,3113,36682,27321,240600,584,43636,36458,220000,805,56250,52688,677100,1096,688,817,820
557,36047026700,40.6839731,-73.9440382,11216.0,3978,26402,24492,116500,448,35208,32971,237900,592,65263,58250,723200,1140,1303,1259,1271
558,36047026800,40.6104494,-73.99036190000001,11204.0,3740,33113,28240,295000,556,39500,32672,291700,770,50500,47315,758900,1086,977,1062,1082
559,36047026900,40.681282700000004,-73.94331729999999,11216.0,2677,25435,21291,128400,414,32015,26905,226600,607,39193,25982,658700,1013,933,907,933
560,36047027000,40.605861100000006,-73.989985,11214.0,2010,42353,30172,279700,503,46250,28380,225800,674,44286,32917,551400,972,527,621,622
561,36047027100,40.6787263,-73.9368676,11213.0,3251,31933,25490,103110,443,30464,27789,165988,604,43686,42819,450000,1011,796,774,743
562,36047027200,40.6081765,-73.99273840000001,11214.0,2944,25900,22011,215400,497,39083,32356,253800,724,46635,36094,697900,1028,813,890,879
563,36047027300,40.6810841,-73.9374383,11233.0,3267,24250,20332,185700,385,35962,29883,275000,548,56667,40187,649100,842,1040,984,954
564,36047027400,40.6109495,-73.995292,11214.0,2387,37288,30068,242200,573,45542,40691,233200,811,49583,41375,641600,957,562,639,658
565,36047027500,40.6838975,-73.93817890000001,11221.0,4534,23087,18329,60000,423,40115,30241,255900,615,72857,52958,579700,1153,1224,1132,1226
566,36047027600,40.610896399999994,-73.999489,11214.0,2738,27813,25891,143800,503,35294,30496,275000,700,46361,34450,711100,953,855,976,992
567,36047027700,40.6868289,-73.9387604,11221.0,4469,21212,18553,90600,377,22359,23561,225000,522,39861,26676,617400,913,1296,1192,1235
568,36047027800,40.6068585,-74.0012211,11214.0,2431,36908,28083,232400,520,31172,24730,246900,673,45854,39575,594700,936,836,897,914
569,36047027900,40.6897594,-73.9393446,11221.0,2838,27500,19825,95400,462,28375,19551,207100,615,55082,37337,561700,783,658,1077,1134
570,36047028000,40.601105700000005,-74.0073298,11214.0,1418,27710,24831,162470,516,51074,42506,215363,673,68818,55865,600600,985,356,352,348
571,36047028100,40.6926888,-73.9399286,11221.0,3681,19899,15408,225000,371,14063,12194,137500,403,35208,20052,615500,733,971,1047,1414
572,36047028200,40.60025,-74.0054401,11214.0,2551,37758,34642,156283,563,41945,38387,271358,837,36989,34362,595200,1109,797,877,849
573,36047028300,40.6952563,-73.9404379,11206.0,3153,10658,9057,137500,278,13919,12830,123200,441,20491,16118,594800,527,952,1130,1287
574,36047028400,40.6056742,-73.9989428,11214.0,3509,30392,25798,308100,510,38452,30727,272500,718,38281,35354,705000,947,1045,1126,1104
575,36047028501,40.6994266,-73.9420907,11206.0,632,13750,12772,0,453,38438,38438,0,675,96484,59583,0,1427,104,97,114
576,36047028502,40.6974508,-73.94088520000001,11206.0,3368,11896,9642,0,191,15184,11859,0,218,24808,16161,0,402,1077,1032,1091
577,36047028600,40.598771899999996,-74.0019272,11214.0,4640,32484,30018,219781,547,29500,22986,267179,724,46134,36518,694400,948,1814,1835,1840
578,36047028700,40.69563370000001,-73.93542070000001,11206.0,2367,8521,8704,162500,271,17850,15714,222900,417,22299,23025,526000,611,682,777,930
579,36047028800,40.6045113,-73.99656230000001,11214.0,3145,30462,26487,274000,512,36467,32171,358100,721,32794,28407,655100,914,905,891,889
580,36047028900,40.6930489,-73.9330068,11221.0,2625,9678,7468,45700,364,23045,20461,175000,552,41314,27143,512600,765,761,934,1066
581,36047029000,40.603174100000004,-73.9943478,11214.0,3311,32134,26229,72100,505,32689,28634,340500,750,45536,38206,757500,1071,1218,1232,1177
582,36047029100,40.6904272,-73.933541,11221.0,2016,21200,21275,60000,425,30489,26155,186800,620,35976,30669,486400,1007,521,728,949
583,36047029200,40.5972222,-74.00079699999999,11214.0,2246,26820,22865,123379,487,26733,25682,124,688,30144,25104,633000,857,751,702,728
584,36047029300,40.6874968,-73.9329582,11221.0,3393,20972,15000,112500,356,30595,22500,145000,421,46676,29922,645300,655,1063,1046,1096
585,36047029400,40.594277000000005,-74.0005407,11214.0,2564,31868,29818,220695,537,52254,40247,239467,735,27159,29871,654300,796,615,473,506
586,36047029500,40.684566,-73.93237590000001,11233.0,3623,34237,21708,120800,438,37661,31765,172400,648,55417,55361,701400,1085,968,1011,1084
587,36047029600,40.6009574,-73.9930188,11214.0,4566,30114,23680,300000,498,43894,34824,293800,737,44402,37454,508300,1048,1597,1609,1510
588,36047029700,40.6812727,-73.9316176,11233.0,4168,40125,22639,97700,512,35819,33333,188300,687,65179,51944,686100,1129,1163,877,1008
589,36047029800,40.600823299999995,-73.98790749999999,11214.0,2842,31324,25755,225000,548,43393,32385,263000,740,48092,41229,688000,1070,827,928,919
590,36047029900,40.678138,-73.925833,11233.0,1610,16336,14051,101900,391,22625,27733,186100,550,37026,34517,581400,1033,394,322,777
591,36047030000,40.5974031,-73.9887444,11214.0,3089,30625,26372,193800,537,42639,37750,277500,768,42601,41213,608400,1009,762,865,907
592,36047030100,40.6776216,-73.9162281,11233.0,2305,21167,17034,142500,480,32114,30636,210300,645,43469,41646,512200,1114,560,667,728
593,36047030200,40.59571210000001,-73.990647,11214.0,3236,34067,31950,190700,578,51331,39881,257900,697,48059,43889,629300,1091,786,842,875
594,36047030300,40.675115999999996,-73.91793740000001,11233.0,3939,15143,10452,57500,343,19911,15020,151400,504,25000,22613,607900,856,1015,1016,1342
595,36047030400,40.5903112,-73.9964693,11214.0,3198,41122,30611,214730,534,41275,35754,287278,720,41071,36841,616100,917,971,1146,1100
596,36047030500,40.6773162,-73.95906070000001,11238.0,4305,23134,20930,112637,455,29857,28331,162660,673,54028,51696,451100,1274,1097,1432,2108
597,36047030600,40.59115560000001,-73.9861335,11214.0,1714,30735,27548,275000,604,45288,35515,226400,746,63684,40556,659700,1041,373,353,386
598,36047030700,40.675574,-73.9262028,11233.0,3750,11250,7347,177800,176,11400,10516,173500,242,22057,16158,483100,426,1430,1563,1792
599,36047030800,40.58654179999999,-73.9795129,11214.0,1475,33203,27000,177100,412,38792,32670,157500,593,51490,42303,382800,829,397,425,455
600,36047030900,40.6760588,-73.9329861,11213.0,1690,15757,13514,0,290,28922,13578,123600,374,20750,38933,88600,849,456,409,495
601,36047031100,40.6764143,-73.9390103,11213.0,2616,26071,21429,317600,469,27820,25086,170800,549,38525,37835,483600,933,713,811,894
602,36047031300,40.6765685,-73.94430729999999,11216.0,5506,27754,18679,197100,395,26158,22514,171400,551,33077,27625,654500,885,2076,1810,1798
603,36047031400,40.5845064,-73.99410040000001,11214.0,4503,37401,27665,165856,432,41196,32135,213234,568,56369,44038,417100,952,1164,1016,922
604,36047031500,40.6769054,-73.94992409999999,11216.0,5425,23925,19416,150000,427,27600,26019,205000,639,39786,36520,526300,912,2096,2099,2096
605,36047031701,40.6738669,-73.9501241,11216.0,4429,21273,18990,162500,430,31064,27007,183300,602,35593,33514,727100,1014,1313,1272,1225
606,36047031702,40.671193,-73.950375,11216.0,3830,30970,26886,230900,480,32831,30093,153300,665,47417,36125,621000,1099,1288,1102,1104
607,36047031900,40.6668852,-73.9493978,11225.0,3421,31943,26967,113200,476,36875,33738,201900,630,44420,34485,588500,950,1017,1145,1105
608,36047032100,40.6668692,-73.95218340000001,11225.0,6109,23260,22343,162500,462,30737,28659,189800,641,37067,36250,612900,945,1923,1780,1741
609,36047032300,40.6665474,-73.9550745,11225.0,4475,26420,22279,180000,453,32090,29747,186000,609,41299,39375,653200,968,1136,1197,1199
610,36047032500,40.66729829999999,-73.95776550000001,11225.0,7372,29655,23980,143200,467,30596,28111,157600,623,49469,33529,516900,959,2417,2374,2354
611,36047032600,40.5765299,-73.9882138,11224.0,8435,9786,8588,127900,284,16620,12041,148000,406,32721,27500,365300,646,2427,2094,2020
612,36047032700,40.6626465,-73.95879609999999,11225.0,3884,27448,27196,162500,509,41944,33038,203800,644,53913,37402,509100,910,1095,1268,1061
613,36047032800,40.5763672,-73.99768470000001,11224.0,2861,18929,17649,102000,349,32264,24750,134600,346,35734,36116,330400,681,569,478,544
614,36047032900,40.6632636,-73.9484196,11225.0,6782,32203,29347,160800,463,29932,27454,170900,643,37556,36113,510600,945,2204,1922,1924
615,36047033000,40.580174799999995,-73.99946109999999,11224.0,5435,14152,13620,111500,300,23094,20276,155600,449,29500,22889,400000,511,1615,1606,1571
616,36047033100,40.6641582,-73.94200740000001,11213.0,5023,21475,20964,202500,445,29009,26954,278600,607,45423,34005,735800,912,1305,1257,1258
617,36047033300,40.6658373,-73.9425263,11213.0,4891,30949,28115,257200,508,40871,35625,272200,771,44076,40262,626700,935,1001,864,848
618,36047033500,40.6675941,-73.9423885,11213.0,3217,36975,32038,233900,474,38717,36528,272300,762,60539,53359,769700,963,580,459,438
619,36047033600,40.5759939,-74.0085888,11224.0,745,44000,36863,174500,553,42292,33359,247000,624,69605,61951,623700,1063,143,198,1031
620,36047033700,40.6694017,-73.94218149999999,11213.0,4669,30203,25274,186800,499,35965,30763,229200,708,50766,42321,629900,1021,1099,1118,1032
621,36047033900,40.6712119,-73.94201509999999,11213.0,4809,29328,25071,153800,443,44063,37519,219500,620,59444,39955,612000,938,1493,1372,1420
622,36047034000,40.5723223,-73.9964764,11224.0,2245,20625,21094,0,405,18040,16028,0,271,26960,26188,0,560,558,732,640
623,36047034100,40.6735662,-73.9445868,11213.0,3255,26522,23234,113900,432,39559,30909,218300,606,56096,37892,528500,905,930,790,858
624,36047034200,40.574107700000006,-73.9968627,11224.0,8227,16906,9716,0,219,14883,10069,145800,291,31783,19385,411800,516,2896,2777,2783
625,36047034300,40.673503000000004,-73.9388377,11213.0,5339,21856,20131,172700,303,23265,16981,170800,309,30432,19452,604900,552,1497,1655,1738
626,36047034500,40.6732279,-73.93369270000001,11213.0,2621,23750,24539,119600,471,39609,32917,168400,654,57250,42095,469800,973,691,551,737
627,36047034700,40.6726583,-73.92797220000001,11213.0,3338,12404,11548,87500,351,16667,16078,0,510,34608,29602,350000,844,1051,1181,1263
628,36047034800,40.5811474,-73.98330759999999,11224.0,781,20645,17452,63,450,29582,23936,109463,735,38209,41414,407400,1104,228,471,626
629,36047034900,40.6682771,-73.9297783,11213.0,5285,20014,20813,112500,458,29329,27981,97300,618,40536,35158,564400,935,1499,1750,1775
630,36047035000,40.5775689,-73.97890890000001,11224.0,3621,26831,22061,0,423,33286,25134,13483,565,51458,46180,187500,857,1447,1253,1190
631,36047035100,40.6684292,-73.9325474,11213.0,5158,20672,17623,162500,416,29744,26124,198800,601,50333,34766,490200,1013,1443,1462,1478
632,36047035200,40.572099200000004,-73.9824606,11224.0,519,7528,5902,0,140,12256,7863,0,234,13873,9215,0,246,194,202,501
633,36047035300,40.6685796,-73.93531390000001,11213.0,5438,22175,17837,259600,449,25652,27188,225000,572,32783,34752,657000,1012,1547,1617,1687
634,36047035400,40.5801351,-73.9726195,11224.0,6041,35417,26198,0,377,37236,28678,0,518,59926,42436,310900,748,2640,1910,1611
635,36047035500,40.664405,-73.93347220000001,11213.0,5543,21766,19719,0,477,32586,26992,112500,651,35354,30865,471400,1020,1700,1719,1811
636,36047035601,40.5809306,-73.9696827,11224.0,2443,31043,19661,0,354,42111,30493,0,532,53511,48478,239300,745,1146,863,1111
637,36047035602,40.577869799999995,-73.97019820000001,11224.0,6642,31043,19661,0,354,42111,30493,0,532,52421,38526,304700,853,3116,2348,1564
638,36047035700,40.668035100000004,-73.92682540000001,11213.0,2060,17361,16065,350000,413,19125,19712,0,482,35214,20777,296300,977,601,781,837
639,36047035900,40.670438,-73.9238445,11233.0,3974,11637,11821,14999,401,20202,19333,163900,583,30167,30559,0,962,1240,1645,1895
640,36047036001,40.575785700000004,-73.9655587,11235.0,3555,18906,14430,137500,461,27819,19539,0,597,40446,20821,321800,811,1577,1440,1329
641,36047036002,40.576362100000004,-73.96123759999999,11235.0,3951,11250,8819,0,410,18201,12351,0,576,23017,14047,312500,759,2106,2078,2074
642,36047036100,40.669587799999995,-73.9199218,11233.0,1432,15000,14779,0,388,24018,17212,0,426,26597,20288,398100,806,363,979,1000
643,36047036200,40.578117,-73.9640008,11235.0,3528,27209,23199,175500,445,21774,18854,166400,596,28011,28750,634500,931,841,1372,1160
644,36047036300,40.672175700000004,-73.91699229999999,11233.0,3694,11219,8093,0,229,14375,12212,65000,408,37149,34005,516000,1042,1110,1139,1259
645,36047036400,40.5801614,-73.963864,11235.0,1667,22222,19006,112300,482,26042,19693,150400,693,39450,36359,589100,1051,562,602,658
646,36047036501,40.67503120000001,-73.9115137,11233.0,2618,22591,17925,0,401,25694,20948,162500,529,46391,35673,438700,752,875,928,994
647,36047036502,40.6747083,-73.90757059999999,11233.0,765,11500,14583,162500,449,26667,26771,131300,643,65388,53648,288800,1240,171,220,315
648,36047036600,40.582856,-73.96378709999999,11235.0,3981,30396,28976,138411,506,33536,30903,182067,710,48846,48370,559800,1010,1009,1064,1088
649,36047036700,40.6775488,-73.9046133,11233.0,1442,21597,20104,0,438,29853,20714,177900,586,43542,43542,417200,886,330,381,323
650,36047036900,40.67965,-73.9092283,11233.0,4871,17569,16955,108500,416,21308,21170,96000,602,30335,25972,468400,960,1276,1319,1451
651,36047037000,40.5878345,-73.96315440000001,11235.0,3399,41250,32803,225000,502,52143,39104,255000,741,86203,51361,462600,987,703,718,616
652,36047037100,40.680287299999996,-73.91383950000001,11233.0,2968,18646,12775,76000,442,24743,23799,192400,620,44261,41880,535800,964,791,932,1011
653,36047037300,40.683948799999996,-73.91521540000001,11233.0,4152,19286,15556,115600,401,27375,20912,152200,573,27429,27263,585300,764,1184,1292,1183
654,36047037401,40.5879979,-73.96775490000002,11223.0,3804,33957,29159,147975,492,45686,37799,259647,710,52090,50518,551900,1082,1426,1359,1304
655,36047037402,40.586794899999994,-73.97199659999998,11223.0,5078,33940,29200,150000,494,45787,37924,263200,713,50496,32364,608600,785,1899,1817,1771
656,36047037500,40.68762,-73.9215167,11221.0,2073,23542,13785,74100,368,27826,20510,195700,593,41546,40323,475600,976,558,738,911
657,36047037700,40.6840883,-73.92018759999999,11233.0,3815,28306,22978,137500,429,40040,34601,189200,654,45744,46584,612600,1098,918,951,1037
658,36047037900,40.6804989,-73.9193657,11233.0,2322,11472,13316,85100,455,35714,31650,221600,667,44500,46623,470300,1125,697,679,1016
659,36047038100,40.681047799999995,-73.9254263,11233.0,5166,21412,14946,96900,364,22807,16560,157500,410,36545,29291,538600,581,1522,1507,1558
660,36047038200,40.5915231,-73.981484,11223.0,7125,13530,11405,179200,226,17214,15601,243800,331,27753,25399,596000,458,2140,1844,1900
661,36047038300,40.6845246,-73.9262056,11233.0,4160,33085,24492,115100,434,38636,35966,173300,715,62750,38444,588800,1040,987,968,1049
662,36047038500,40.6874554,-73.9267891,11221.0,3322,21486,19648,138300,425,30972,23750,201400,618,43750,28702,606200,913,862,1084,1044
663,36047038600,40.5923501,-73.97511170000001,11223.0,3204,30714,28148,183637,541,35093,26129,209100,724,49732,42782,618900,1146,617,647,606
664,36047038700,40.6905393,-73.9277496,11221.0,3121,15179,14097,159900,413,28438,22338,178100,531,34948,34194,532100,931,939,1017,1138
665,36047038800,40.5929248,-73.96925159999999,11223.0,3394,39135,32977,174600,506,42647,37571,261300,677,46739,43598,597800,1019,917,1005,949
666,36047038900,40.6994385,-73.9372346,11206.0,2292,9730,15318,0,403,22391,25208,143800,598,25135,30841,574000,998,551,611,820
667,36047039000,40.592969399999994,-73.9644266,11223.0,2019,44095,37619,242700,554,41833,38102,280600,717,63583,52174,612500,1444,377,371,353
668,36047039100,40.699795,-73.933655,11206.0,1463,12177,14821,67500,421,19205,13947,296400,595,39472,38114,398400,972,374,345,688
669,36047039200,40.59585,-73.9630396,11223.0,2243,41329,38199,293500,543,30417,31898,290800,823,41868,36078,692300,1045,587,715,648
670,36047039300,40.6956279,-73.9300046,11221.0,2667,18333,13710,137500,436,26875,23456,176300,598,52278,31618,428900,1263,598,693,1059
671,36047039400,40.598493,-73.9650691,11223.0,2168,36964,32105,268300,527,34712,27452,384900,802,51863,48510,867100,951,452,587,476
672,36047039500,40.6929683,-73.9247375,11221.0,3190,17083,15370,166300,466,27869,20417,166400,545,33222,30382,719900,1115,684,879,973
673,36047039600,40.5973496,-73.9697067,11223.0,1908,42589,24904,289100,507,42292,33313,258700,728,59000,41424,639000,979,416,392,388
674,36047039700,40.6889488,-73.9191404,11221.0,2833,23190,22423,176600,456,21250,21729,215300,632,44167,33125,581200,944,806,920,955
675,36047039800,40.5954468,-73.97551240000001,11223.0,1806,38750,22750,192400,546,37063,31078,256900,720,34511,33313,561800,945,380,460,496
676,36047039900,40.6902356,-73.917553,11221.0,3277,24333,18962,96400,390,24792,16594,175000,604,39145,35969,433500,836,817,935,1059
677,36047040000,40.597808799999996,-73.9761352,11223.0,2638,35385,27000,206900,539,36042,30559,224300,720,41067,38819,652600,1139,669,674,729
678,36047040100,40.6864591,-73.9127408,11207.0,3047,20727,19815,225000,504,22917,21029,172100,681,24375,30350,469100,981,657,749,890
679,36047040200,40.59600089999999,-73.98272340000001,11223.0,2016,32841,27241,197500,541,43625,39960,206700,685,60848,41792,644600,997,466,516,563
680,36047040300,40.6845226,-73.9082094,11207.0,3346,22589,23929,137500,487,25917,26341,179400,672,32460,38278,459400,1034,748,737,907
681,36047040400,40.602185600000006,-73.9854194,11223.0,1922,30769,24236,171600,564,46328,39028,254800,733,78696,61705,752400,991,439,436,528
682,36047040500,40.6815808,-73.90519259999999,11207.0,1486,18324,15638,28000,440,38017,33125,187500,680,76023,65795,435500,870,361,372,420
683,36047040600,40.600511600000004,-73.9823218,11223.0,2678,43347,31211,180600,476,42056,31828,252200,683,54825,51080,627700,945,636,721,757
684,36047040700,40.6843029,-73.9012184,11207.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
685,36047040800,40.601201200000006,-73.9791341,11223.0,2614,34148,29634,166700,562,42096,33850,189800,772,46714,37500,566200,1082,584,613,686
686,36047040900,40.6910417,-73.9046452,11207.0,3685,15058,15183,87500,442,23438,24048,143100,638,31956,32097,489700,1149,1000,904,1003
687,36047041000,40.6009797,-73.97545140000001,11223.0,1652,36917,27159,208700,514,49357,40577,220600,611,60938,38958,579700,691,337,346,379
688,36047041100,40.6878791,-73.9071495,11207.0,3088,15625,11957,137500,427,24219,17750,187500,597,35547,33182,551900,935,759,738,917
689,36047041200,40.6041574,-73.9741916,11223.0,2223,33021,27150,172700,530,46948,35170,221200,682,42050,40606,588500,1081,614,647,704
690,36047041300,40.6898146,-73.91062,11207.0,3464,18277,17216,120600,484,25054,22654,225000,719,47369,40000,614800,1020,682,719,935
691,36047041401,40.6017065,-73.97106540000001,11223.0,1348,32292,26538,322700,435,45132,37143,330000,658,45766,49226,530300,959,374,310,233
692,36047041402,40.6024158,-73.96793740000001,11223.0,1620,45833,25238,500001,440,52050,36850,918500,692,81528,41188,1000001,1118,454,506,493
693,36047041500,40.6919502,-73.91438959999999,11221.0,3147,21641,18536,145000,511,25000,25983,227800,676,40625,32589,479500,1144,638,754,928
694,36047041600,40.6024112,-73.96348640000001,11223.0,2171,37500,27500,222200,493,43125,41542,364200,763,49609,41776,784700,1054,424,500,413
695,36047041700,40.6937625,-73.9179179,11221.0,3001,10234,8662,0,370,17238,16394,796900,466,38797,30151,607900,703,876,926,1201
696,36047041800,40.6054,-73.9648517,11223.0,2527,32292,26436,211100,458,35163,27778,513400,679,31361,30159,456300,920,653,654,587
697,36047041900,40.6953233,-73.92103309999999,11221.0,3821,18162,18796,99000,370,24583,22788,162500,528,34913,32523,525600,791,896,870,979
698,36047042000,40.6092377,-73.9643322,11223.0,1880,39750,33984,215900,610,54375,44904,275000,819,48375,47542,753800,1230,260,326,268
699,36047042100,40.6970293,-73.92403840000001,11221.0,3271,11172,12109,120800,410,22283,19767,153800,600,45327,40464,516000,1090,744,849,1050
700,36047042200,40.6068679,-73.969988,11223.0,3223,35060,27976,250000,517,46607,35136,287200,753,52989,46190,773200,1166,784,832,816
701,36047042300,40.6990021,-73.9272887,11221.0,3095,12469,13523,93800,480,17667,20889,157100,635,37418,36578,617300,1191,741,630,1011
702,36047042400,40.60674829999999,-73.97604840000001,11223.0,3085,35142,27412,199700,516,38872,34583,226700,686,46344,38821,655800,986,934,936,988
703,36047042500,40.7014485,-73.9309587,11206.0,2631,10030,10133,61900,441,17917,17109,225000,595,42868,30025,409100,1105,681,595,890
704,36047042600,40.605675,-73.98018909999999,11223.0,3462,32137,26695,182100,489,36900,30477,243200,685,46250,42094,561900,994,961,957,1042
705,36047042700,40.7036936,-73.9271843,11237.0,5689,10859,11584,0,427,17526,19297,212500,610,37158,38952,451600,979,1441,1388,1451
706,36047042800,40.6056458,-73.98432659999999,11223.0,3214,33167,27067,213500,487,41923,31667,228700,700,54365,39879,579100,1077,921,931,1088
707,36047042900,40.7017991,-73.9234556,11237.0,5880,13507,13975,0,443,15108,16431,137500,642,24803,30813,184700,1004,1661,1614,1676
708,36047043000,40.609249299999995,-73.984202,11204.0,2849,29063,21458,156300,482,33831,27260,225900,705,51618,41397,786100,966,1070,1099,1093
709,36047043100,40.6996605,-73.919698,11237.0,5492,13003,13140,197500,431,19829,20960,284100,639,28644,27798,533700,1030,1465,1438,1555
710,36047043200,40.6106815,-73.98068470000001,11204.0,3568,30833,26318,179500,492,32273,28631,187500,669,38523,30957,472500,997,1077,1127,1127
711,36047043300,40.697522,-73.915939,11237.0,3464,17832,15977,225000,424,19492,15900,137500,563,38053,26667,544000,861,900,1081,1174
712,36047043400,40.6100424,-73.9769277,11204.0,2907,39327,29199,190900,464,37396,29107,254700,695,45431,43804,588200,1079,892,900,867
713,36047043500,40.695384000000004,-73.91218020000001,11221.0,4136,16069,17601,63500,534,26694,22056,275000,676,33405,30925,547100,1262,876,951,1064
714,36047043600,40.61313,-73.9778573,11204.0,3788,27452,21598,220500,515,31353,28036,272900,705,36394,32188,658500,1060,1232,1290,1287
715,36047043700,40.6932405,-73.9084407,11237.0,5103,19031,18411,179700,451,26115,24488,190800,656,27732,31705,560600,1024,1090,1155,1358
716,36047043800,40.610330100000006,-73.97109449999999,11230.0,2279,31293,25208,244300,452,41974,33382,500000,707,53750,45594,635000,1174,711,728,703
717,36047043900,40.697512200000006,-73.909371,11237.0,3782,23879,24702,158600,540,29853,28092,147200,749,42021,37156,578500,1080,805,817,956
718,36047044000,40.6130385,-73.97097690000001,11230.0,2576,49948,37456,254800,523,42188,30675,327000,759,75076,60958,717200,1172,587,586,586
719,36047044100,40.7014036,-73.9140585,11237.0,5204,19375,16183,0,466,22757,22904,242900,665,33532,36299,481300,1085,1523,1507,1637
720,36047044200,40.6123965,-73.9655936,11230.0,2558,45408,40800,272900,561,37266,26912,407800,811,60675,50733,653300,1314,531,545,526
721,36047044300,40.7032963,-73.9167103,11237.0,5595,21385,20148,47500,466,27188,27965,225000,679,41000,44198,507700,1089,1558,1457,1612
722,36047044400,40.6157674,-73.96932199999999,11230.0,3237,39135,29848,250700,519,41354,30693,290200,749,60127,42130,576800,1100,772,818,783
723,36047044500,40.704992700000005,-73.9197067,11237.0,4038,24095,23656,160500,482,30815,30417,162500,657,39661,39635,426200,1145,1103,1089,1246
724,36047044600,40.6152294,-73.97605759999999,11204.0,1600,40268,32017,201900,538,46250,38698,237500,702,47083,48618,490800,1231,356,450,422
725,36047044700,40.7066641,-73.9226498,11237.0,1792,21992,18472,0,437,22232,23250,180800,630,41875,41648,281800,937,585,552,700
726,36047044800,40.6180934,-73.9732468,11230.0,1370,37430,31750,224859,536,60119,42309,266209,791,52031,44866,476800,1007,217,308,324
727,36047044900,40.7176049,-73.92998399999999,11222.0,3311,20851,18719,67840,258,17038,18074,123956,373,24102,23385,555300,421,894,993,999
728,36047045000,40.621629600000006,-73.9728811,11230.0,899,51074,41389,236300,467,51406,48214,295000,827,38714,38643,632100,1852,161,246,68
729,36047045200,40.620174299999995,-73.96816209999999,11230.0,2611,50208,35190,288300,628,62083,45644,571900,823,67315,59392,752000,1231,521,521,486
730,36047045300,40.706588200000006,-73.9289498,11237.0,1573,11019,12130,0,411,17500,25000,0,603,37500,40934,710900,1223,389,402,569
731,36047045400,40.6186826,-73.9650024,11230.0,1816,34167,26250,210700,570,46696,45735,320600,808,69000,65318,576300,1145,345,329,346
732,36047045600,40.626163,-73.96662049999999,11230.0,1927,35833,27717,287500,504,47500,34076,587100,770,27689,24722,805900,1091,595,686,680
733,36047045800,40.6257018,-73.9690061,11230.0,1672,58518,39063,498500,372,79369,64032,687500,714,112500,64063,559300,450,219,156,157
734,36047046000,40.632163,-73.965733,11230.0,3291,36096,30322,200760,481,39572,35083,244918,725,54583,53654,548500,997,782,839,765
735,36047046201,40.6276229,-73.97351640000001,11230.0,2252,50265,25919,190300,430,50074,25689,200000,631,28844,26926,380300,961,797,740,693
736,36047046202,40.6245015,-73.9742801,11230.0,1413,47266,38073,250000,695,54250,45313,323100,824,48523,45318,652300,1345,285,221,317
737,36047046400,40.6245752,-73.9783945,11204.0,1876,34837,30714,219100,490,38068,35741,275300,785,53846,50125,623800,1310,252,322,359
738,36047046800,40.621493799999996,-73.98075959999998,11204.0,1194,40000,33542,225700,629,45917,38950,233900,796,51563,46848,656900,1287,177,137,258
739,36047047000,40.625589,-73.9867507,11204.0,2351,27629,23625,206700,484,47885,42663,347000,693,50465,46622,676500,1244,372,452,402
740,36047047200,40.627036100000005,-73.9841274,11204.0,2658,31786,26742,310000,637,30104,26953,456300,892,61750,60500,875700,1592,300,350,391
741,36047047400,40.6286836,-73.9823658,11204.0,2837,32344,25404,260000,608,34597,32606,388600,774,65125,48611,761300,1324,466,488,489
742,36047047600,40.6305694,-73.9805808,11204.0,3385,37128,29936,248000,513,34716,27917,302000,683,31760,27153,690000,1100,550,607,594
