,tract,entropy_index_9,entropy_index_0,entropy_index_1,inc_9,rent_9,inc_0,rent_0,inc_1,rent_1,r_units_9,r_units_0,r_units_1,ratio_rent_inc_9,ratio_rent_inc_0,ratio_rent_inc_1,entropy_9_0,rent_9_0,inc_9_0,rent_units_9_0,rent_burden_9_0,entropy_0_1,rent_0_1,inc_0_1,rent_units_0_1,rent_burden_0_1,rich_9,rich_0,rich_1,rich_all
14,36005003800,0.7840980560951695,0.7714225244612732,0.8574292440241257,43672,503,53705,711,56094,1179,254,271,287,0.13821212676314343,0.1588678893957732,0.25221948871537064,-0.01616574806602722,0.4135188866799204,0.22973529950540383,0.06692913385826782,0.14944971267266527,0.11149106596662528,0.6582278481012658,0.04448375384042458,0.05904059040590415,0.5876052087973489,2.0,2.0,3.0,2.0
16,36005004001,0.9508446666240737,0.9446096346869604,0.916823191162358,32446,454,35156,636,45865,963,333,341,300,0.16790975775134068,0.21708954374786665,0.25195682982666523,-0.006557361213636037,0.4008810572687225,0.08352339271404796,0.024024024024023927,0.29289415132953045,-0.029415795164751457,0.5141509433962264,0.3046137216975766,-0.12023460410557185,0.16061246192167755,3.0,3.0,3.0,3.0
17,36005004100,0.6497103337546738,0.7382130489367076,0.7048350302682919,10933,223,15000,269,20649,504,1791,1725,1863,0.24476355986463003,0.2152,0.2928955397355804,0.1362187279222986,0.20627802690582953,0.37199304856855386,-0.0368509212730318,-0.12078415545590437,-0.04521461482764644,0.8736059479553904,0.37660000000000005,0.08000000000000007,0.3610387534181245,4.0,4.0,4.0,4.0
18,36005004200,0.894861233520694,0.8758787195068893,0.9356799615375881,25019,393,31572,493,42180,640,2370,2446,2401,0.18849674247571846,0.18738122386925124,0.18207681365576103,-0.021212801831990036,0.25445292620865145,0.2619209400855349,0.032067510548523304,-0.005917972861578358,0.06827571066501803,0.29817444219066935,0.3359939186621057,-0.01839738348323794,-0.028308120226557265,4.0,3.0,3.0,3.0
19,36005004300,0.6206494443523535,0.8188222730532712,0.664778943757293,12794,295,21956,367,23156,653,1350,1273,1408,0.2766921994685009,0.2005829841501184,0.3384004145793747,0.3192991317469247,0.24406779661016942,0.7161169298108487,-0.057037037037037,-0.2750681640631032,-0.18812791782223104,0.779291553133515,0.0546547640736017,0.10604870384917509,0.6870843557004431,4.0,4.0,4.0,4.0
20,36005004400,0.7749968497856392,0.681267987964387,0.6441128643512324,16068,233,14346,239,22331,350,1493,1529,1592,0.1740104555638536,0.1999163529903806,0.18807935157404504,-0.12094095846605979,0.025751072961373467,-0.10716952949962655,0.024112525117213623,0.14887552212068522,-0.05453819094622847,0.4644351464435146,0.5566011431757982,0.04120340091563124,-0.05920977068296718,4.0,4.0,4.0,4.0
21,36005004600,0.9414934141734086,0.8104540502104478,0.781005797295997,30417,323,22500,361,41607,731,484,504,481,0.12742874050695335,0.19253333333333333,0.21082990842887014,-0.13918245416300423,0.11764705882352944,-0.26028207910050305,0.04132231404958686,0.5109098039215685,-0.036335499719945985,1.0249307479224377,0.8492,-0.045634920634920584,0.09503068782307911,3.0,4.0,3.0,3.0
23,36005005001,0.8037189933830875,0.7984658262096352,0.8699078523592273,19052,443,20938,617,40345,1013,1369,1429,1325,0.2790258240604661,0.35361543604928836,0.3013012764902714,-0.006536074444800866,0.39277652370203153,0.09899223178668914,0.04382761139517899,0.26732153642043666,0.08947411874686173,0.6418152350081037,0.9268793581048811,-0.072778166550035,-0.1479408256140866,4.0,4.0,3.0,4.0
24,36005005002,0.8037067022137023,0.8023425651851175,0.6955427667692056,19052,443,20938,617,26269,878,1595,1663,1692,0.2790258240604661,0.35361543604928836,0.40108112223533443,-0.0016973070211154795,0.39277652370203153,0.09899223178668914,0.04263322884012544,0.26732153642043666,-0.1331099745297334,0.42301458670988645,0.2546088451619066,0.01743836440168378,0.1342296781960337,4.0,4.0,4.0,4.0
25,36005005100,0.6266321820165145,0.6277916044272753,0.6198124839343833,10987,203,13469,226,22118,463,1949,1830,1936,0.22171657413306636,0.2013512510208627,0.2511981191789493,0.0018502439613454769,0.11330049261083741,0.2259033403112769,-0.061056952283222166,-0.09185295773143742,-0.012709823509301832,1.0486725663716814,0.6421412131561364,0.05792349726775958,0.24756175045032025,4.0,4.0,4.0,4.0
27,36005005300,0.9167185363788107,0.7073481829769073,0.5945804945126864,25833,507,18567,573,22576,813,475,420,1639,0.23551271629311346,0.3703344643722734,0.432140326009922,-0.22839109835059168,0.1301775147928994,-0.28126814539542444,-0.11578947368421055,0.5724605881211273,-0.15942316836049952,0.418848167539267,0.21592071955620185,2.9023809523809523,0.1668920059665826,3.0,4.0,4.0,4.0
28,36005005400,0.8366665260929297,0.8448835632575707,0.8823853090824058,21168,485,24335,636,35385,985,1345,1464,1481,0.27494331065759636,0.3136223546332443,0.3340398473929631,0.009821161607854734,0.311340206185567,0.14961262282690857,0.0884758364312268,0.140680069222769,0.044386880578243915,0.5487421383647799,0.45407848777480986,0.011612021857923427,0.06510216015562853,4.0,4.0,4.0,4.0
29,36005005600,0.8829216379863992,0.8515537340156043,0.8866145072781014,24211,446,26544,634,42093,863,761,890,822,0.22105654454586757,0.28661844484629295,0.24602665526334544,-0.035527392943198066,0.42152466367713015,0.09636115815125357,0.1695137976346912,0.2965842989860985,0.04117270803001927,0.361198738170347,0.5857820976491863,-0.07640449438202246,-0.14162308920738154,4.0,4.0,3.0,4.0
30,36005005902,0.8778705295712148,0.8784104925158825,0.9320552867320792,31046,494,30720,708,41190,956,853,877,828,0.1909424724602203,0.2765625,0.2785142024763292,0.000615082664788158,0.4331983805668016,-0.010500547574566754,0.028135990621336537,0.44840745192307696,0.06107030218019238,0.3502824858757063,0.3408203125,-0.05587229190421894,0.007057003304241194,3.0,3.0,3.0,3.0
31,36005006000,0.7280586850344504,0.779439126793153,0.6851322364341512,19202,406,27381,588,28309,940,334,339,330,0.25372357046141025,0.2576969431357511,0.3984598537567558,0.07057184099970093,0.4482758620689655,0.42594521404020425,0.014970059880239583,0.015660242629863097,-0.12099327210709665,0.5986394557823129,0.03389211497023492,-0.026548672566371723,0.5462343049480909,4.0,4.0,4.0,4.0
32,36005006100,0.9240736667285794,0.9128658183554924,0.9371455102122145,38924,410,34611,514,52792,743,1273,1138,925,0.1264001644229781,0.17820923983704604,0.16888922564024852,-0.012128739056881832,0.25365853658536586,-0.11080567259274487,-0.1060487038491752,0.40988139256446754,0.026597218746191365,0.44552529182879375,0.5252954263095548,-0.187170474516696,-0.052298153593605456,2.0,3.0,3.0,3.0
33,36005006200,0.7081012190512708,0.7750502982287949,0.7122345995254785,15401,345,22217,410,21590,705,2283,2195,2254,0.2688137133952341,0.22145204122968898,0.3918480778138027,0.09454732935952848,0.18840579710144922,0.44256866437244335,-0.03854577310556284,-0.17618770845931397,-0.08104725441286542,0.7195121951219512,-0.02822163208353967,0.02687927107061494,0.7694489318677347,4.0,4.0,4.0,4.0
34,36005006300,0.8411971148126284,0.8607981621383499,0.8326952908905727,21934,496,27761,651,31275,960,1781,1775,1683,0.2713595331448892,0.28140196678793994,0.3683453237410072,0.023301372508971907,0.3125,0.26566061821829123,-0.003368893879842738,0.037007852743056846,-0.03264745730632779,0.4746543778801844,0.12658045459457523,-0.051830985915492955,0.30896499390349463,4.0,4.0,4.0,4.0
35,36005006400,0.9129864945957943,0.950707165690305,0.9282718256784203,33750,585,35500,741,44386,1159,802,929,1001,0.208,0.25047887323943663,0.3133420447888974,0.041315694501276035,0.2666666666666666,0.051851851851851816,0.15835411471321703,0.20422535211267623,-0.023598580952731707,0.5641025641025641,0.25030985915492954,0.07750269106566199,0.2509719511927413,3.0,3.0,3.0,3.0
36,36005006500,0.7269614117983114,0.7343359341853418,0.5820749220829902,12263,419,19961,512,22344,835,1472,1645,1785,0.4100138628394357,0.3078002104103001,0.44844253490870034,0.010144310643377619,0.22195704057279242,0.6277419880942674,0.11752717391304346,-0.24929316223915865,-0.20734517407386188,0.630859375,0.11938279645308358,0.0851063829787233,0.45692731759644656,4.0,4.0,4.0,4.0
37,36005006700,0.7202138472906465,0.795231064965747,0.5793780493529264,12679,255,22256,354,19564,527,1887,2031,2207,0.24134395457054972,0.19086987778576564,0.32324677979963196,0.10415964363543662,0.388235294117647,0.7553434813471094,0.07631160572337037,-0.20913752273015596,-0.2714343354055442,0.4887005649717515,-0.12095614665708121,0.08665681930083702,0.6935452757110661,4.0,4.0,4.0,4.0
38,36005006800,0.8749197255006563,0.8720417278953598,0.9211533869319595,23214,541,33191,768,44922,1109,677,897,827,0.27965882657017316,0.27766563224970625,0.29624682783491385,-0.00328944190125513,0.4195933456561922,0.42978375118462986,0.32496307237813893,-0.007127235513758268,0.05631801491326427,0.44401041666666674,0.3534391853213221,-0.07803790412486067,0.0669193210360921,4.0,3.0,3.0,3.0
40,36005007000,0.9336112623230896,0.9127463926518058,0.9156185828097658,33793,526,35081,708,48869,1108,780,904,1154,0.18678424525789364,0.2421823779253727,0.2720743211442837,-0.022348562526298243,0.3460076045627376,0.03811440239102781,0.15897435897435908,0.29658889373132435,0.003146755967575521,0.5649717514124293,0.3930332658704141,0.2765486725663717,0.12342740819946063,3.0,3.0,3.0,3.0
42,36005007200,0.9516394831862308,0.912700130874274,0.8962963878497238,29907,482,33777,681,44324,1038,1484,1501,1327,0.19339953856956565,0.24193978150812684,0.28102156845050086,-0.040918176473281664,0.4128630705394192,0.12940114354498955,0.011455525606469008,0.2509842748208073,-0.01797276287101779,0.5242290748898679,0.3122539005832372,-0.1159227181878747,0.16153518325410765,3.0,3.0,3.0,3.0
44,36005007400,0.9329417192953499,0.9482295535741987,0.8998291751068033,38714,491,42288,658,51944,853,994,863,935,0.15219300511442888,0.18671963677639047,0.19705837055290312,0.01638669807841353,0.340122199592668,0.09231802448726567,-0.13179074446680084,0.22686083132402945,-0.051042891760711306,0.2963525835866261,0.22833900870223234,0.08342989571263026,0.05537036144138385,2.0,3.0,3.0,3.0
45,36005007500,0.773698666409396,0.8204616107264273,0.7569425626006392,17197,370,23321,450,27897,611,942,1217,1243,0.25818456707565274,0.23155096265168731,0.26282395956554466,0.060440771513863734,0.21621621621621623,0.35610862359713913,0.29193205944798306,-0.1031572286664264,-0.07741867175180694,0.35777777777777775,0.19621800094335584,0.021364009860312283,0.13505880759779032,4.0,4.0,4.0,4.0
46,36005007600,0.8929203566522154,0.8544457079825719,0.8461705618888026,27132,494,35218,684,40089,1085,1181,1289,1433,0.2184873949579832,0.23306263842353342,0.3247773703509691,-0.04308855586392346,0.3846153846153846,0.29802447294707357,0.09144792548687564,0.066709768169249,-0.009684812055885672,0.5862573099415205,0.13830995513657784,0.11171450737005428,0.39351966727831744,3.0,3.0,3.0,3.0
48,36005007800,0.9159780509596058,0.9040138428491351,0.9095431959396135,31641,522,39387,717,42299,1013,1463,1630,1616,0.19797098701052432,0.21844771117373754,0.287382680441618,-0.01306167554772375,0.37356321839080464,0.24480895041243955,0.114149008885851,0.10343295486082837,0.006116447368827771,0.4128312412831241,0.07393302358646259,-0.008588957055214674,0.3155673680327764,3.0,3.0,3.0,3.0
49,36005007900,0.640542607330014,0.7082596872051183,0.7660099384649168,11261,301,17988,385,32022,494,1971,2185,2180,0.3207530414705621,0.256837891927952,0.18512272812441447,0.10571830679206617,0.2790697674418605,0.5973714590178492,0.10857432775241005,-0.1992659188813214,0.08153824409756849,0.2831168831168831,0.7801867911941294,-0.0022883295194507935,-0.2792234559519552,4.0,4.0,4.0,4.0
51,36005008400,0.7722252878395082,0.9004465415677616,0.8973776630397402,47583,732,39821,893,77404,1215,165,235,337,0.1846037450349915,0.2691042414806258,0.18836235853444266,0.1660412521415664,0.2199453551912569,-0.16312548599289667,0.4242424242424243,0.45773988187302095,-0.003408174040713363,0.3605823068309071,0.9437984982798022,0.4340425531914893,-0.3000394289660282,1.0,3.0,2.0,2.0
52,36005008500,0.6920664243793936,0.7493920655390607,0.7857651835928565,14281,341,18036,401,30568,904,1260,1334,1520,0.2865345564036132,0.26679973386560213,0.35488092122481024,0.08283257089241625,0.1759530791788857,0.26293676913381425,0.058730158730158744,-0.0688741448351261,0.04853683369016126,1.254364089775561,0.6948325571080063,0.13943028485757125,0.33013971222167027,4.0,4.0,4.0,4.0
53,36005008600,0.8195767056502148,0.7551340860369904,0.8639302491482774,19190,219,17891,300,37292,490,1288,1312,1324,0.13694632621156852,0.20121848974344642,0.15767456827201545,-0.07862914986352443,0.36986301369863006,-0.06769150599270457,0.01863354037267073,0.469323751208804,0.14407529089602988,0.6333333333333333,1.08439997764239,0.009146341463414531,-0.21640119417926984,4.0,4.0,4.0,4.0
54,36005008700,0.6390719006489152,0.8331631515413848,0.7913441148890871,13539,356,22322,515,32551,791,1297,1314,1564,0.3155329049412807,0.27685691246304095,0.2916039445792756,0.30370800327066316,0.446629213483146,0.6487185168771696,0.013107170393215073,-0.12257356324037649,-0.05019309432363972,0.5359223300970875,0.45824746886479706,0.19025875190258756,0.053265898203655127,4.0,4.0,4.0,4.0
55,36005008900,0.7678426177044004,0.8104994370817021,0.6503611023829484,15069,329,23049,429,26168,759,843,914,1059,0.26199482381047184,0.2233502538071066,0.3480586976459798,0.0555541179842709,0.30395136778115495,0.529564005574358,0.08422301304863589,-0.14750127289278392,-0.1975798222332522,0.7692307692307692,0.13532040435593728,0.15864332603938736,0.5583537144604096,4.0,4.0,4.0,4.0
56,36005009000,0.7746400475323738,0.7689163746200802,0.7194546333145154,17226,213,19981,280,25370,368,1017,978,962,0.148380355276907,0.16815975176417597,0.17406385494678756,-0.0073888161740751634,0.31455399061032874,0.15993265993266004,-0.03834808259587019,0.13330198900222823,-0.06432655479603189,0.3142857142857143,0.2697062209098644,-0.01635991820040905,0.035110085027310056,4.0,4.0,4.0,4.0
57,36005009200,0.943058317691778,0.9169839108507003,0.9268009600331458,31651,507,40661,702,47593,1166,1243,1329,1436,0.19222141480521943,0.20717640982759894,0.2939928140692959,-0.027648774579388857,0.3846153846153846,0.28466715111686836,0.06918744971842328,0.07780087893710297,0.01070580308583402,0.6609686609686609,0.17048277218956742,0.08051166290443934,0.41904579924877017,3.0,3.0,3.0,3.0
58,36005009300,0.7039364685339348,0.8093515350126816,0.8001680005532856,13769,347,19864,534,30257,879,1074,1488,1547,0.30241847628731205,0.3225936367297624,0.3486135439732954,0.14975082438659748,0.5389048991354466,0.44266105018519863,0.3854748603351956,0.0667127243352783,-0.011346780801808398,0.646067415730337,0.523207813129279,0.03965053763440851,0.08065846402708177,4.0,4.0,4.0,4.0
59,36005009600,0.8431467494971785,0.9137989557612858,0.8824096238311294,36800,620,49020,830,43664,1222,279,334,447,0.20217391304347826,0.20318237454100369,0.33583730304140713,0.08379585915054721,0.33870967741935476,0.33206521739130435,0.19713261648745517,0.0049880891275451145,-0.03435036966529026,0.47228915662650595,-0.1092615259077927,0.3383233532934131,0.6528860035230699,2.0,2.0,3.0,2.0
60,36005009800,0.9294314468352736,0.9196616738759824,0.9337689858439713,38216,470,45670,675,51563,1070,1021,1122,1069,0.14758216453841322,0.17735931683818698,0.249015767119834,-0.010511558429142198,0.43617021276595747,0.19504919405484622,0.09892262487757097,0.20176660501563015,0.015339675848980994,0.5851851851851853,0.12903437705276977,-0.04723707664884136,0.4040185289336815,2.0,2.0,3.0,2.0
63,36005011800,0.7829890361535574,0.7692547360709573,0.8413812795535901,53085,575,64258,791,89087,1206,318,489,429,0.1299802204012433,0.14771701578013632,0.16244794414448796,-0.01754085874569844,0.3756521739130434,0.21047376848450594,0.5377358490566038,0.13645764966500518,0.09376158520781575,0.5246523388116309,0.38639546826854243,-0.12269938650306744,0.09972397754282625,1.0,1.0,1.0,1.0
64,36005011900,0.6278948523542509,0.8145927202908194,0.6555238189217325,11107,356,20000,413,21773,899,1462,1494,1774,0.38462231025479426,0.2478,0.49547604831672254,0.2973393829182658,0.1601123595505618,0.8006662465112091,0.02188782489740082,-0.3557316011235955,-0.19527415039051343,1.1767554479418885,0.0886499999999999,0.18741633199464536,0.9994997914314874,4.0,4.0,4.0,4.0
67,36005012300,0.628885554110532,0.7280909843882216,0.6534595000042902,12389,297,21923,364,19857,566,637,941,1292,0.28767455000403586,0.19924280436071706,0.3420456262275268,0.1577479871007712,0.22558922558922556,0.7695536362902575,0.4772370486656201,-0.3074020473555209,-0.102502964580231,0.554945054945055,-0.0942389271541304,0.3730074388947928,0.716727624493148,4.0,4.0,4.0,4.0
68,36005012500,0.8471001896709048,0.8155283005852204,0.8477952053824144,21818,411,37708,542,33590,962,401,410,1000,0.22605188376569804,0.17248329266999046,0.343673712414409,-0.037270548951181315,0.3187347931873479,0.7282977358144651,0.02244389027431426,-0.2369747608528281,0.039565646923643616,0.7749077490774907,-0.10920759520526147,1.4390243902439024,0.9925043585059248,4.0,3.0,4.0,4.0
71,36005013000,0.7885310097379906,0.881822653746524,0.7971877462069344,46302,536,51346,757,90764,1176,114,174,197,0.13891408578463132,0.17691738402212442,0.15548014631351637,0.11831068513022958,0.4123134328358209,0.10893697896419163,0.5263157894736843,0.273574116136879,-0.0959772434740801,0.5535006605019814,0.767693685973591,0.13218390804597702,-0.12117089469244713,2.0,2.0,1.0,2.0
72,36005013100,0.6388295450112546,0.764289404532978,0.7234035184726033,11842,308,14762,473,25194,792,833,952,1475,0.3121094409728086,0.38450074515648286,0.3772326744462967,0.19639019594736062,0.5357142857142858,0.24657996959972972,0.1428571428571428,0.23194205198676143,-0.053495293560111734,0.6744186046511629,0.7066793117463759,0.5493697478991597,-0.01890261800982518,4.0,4.0,4.0,4.0
73,36005013200,0.7885091564586539,0.7770316321428234,0.8437123036288259,52169,621,68064,814,86547,1194,494,759,905,0.14284345109164445,0.14351198871650211,0.1655516655689972,-0.01455598102040856,0.31078904991948475,0.30468285763576075,0.5364372469635628,0.00468021193655388,0.08581461645533905,0.4668304668304668,0.27155324400564185,0.19235836627140968,0.1535737679451501,1.0,1.0,1.0,1.0
74,36005013300,0.7494829620942568,0.7510306700670133,0.6331618348941452,16021,254,17933,317,24282,422,1915,1893,2035,0.1902502964858623,0.21212290191267497,0.20854954287126268,0.002065034231641283,0.24803149606299213,0.11934336183758809,-0.011488250652741505,0.11496752347210148,-0.15694277194079276,0.33123028391167186,0.35404003791892036,0.07501320655044896,-0.016845701285396086,4.0,4.0,4.0,4.0
76,36005013800,0.7912861456339941,0.8128611023848271,0.8704159872416158,52400,579,56953,782,76875,1246,209,269,418,0.13259541984732826,0.16476743981879796,0.19449756097560975,0.027265682420797077,0.3506044905008636,0.08688931297709934,0.2870813397129186,0.2426329658182229,0.07080531309461158,0.5933503836317136,0.3497972012009902,0.553903345724907,0.18043687023059474,1.0,2.0,2.0,2.0
79,36005014400,0.7852322978199356,0.851710546485199,0.830031427394455,17874,309,27203,364,31591,432,1696,1706,1948,0.20745216515609266,0.1605705253097085,0.16409736950397266,0.08466061425367877,0.1779935275080906,0.5219312968557681,0.005896226415094352,-0.2259877105216479,-0.025453622924135888,0.18681318681318682,0.16130573833768325,0.14185228604923794,0.021964455727236265,4.0,4.0,4.0,4.0
80,36005014500,0.6953297236287843,0.7271829647343022,0.6745632310223675,14167,329,17205,369,22571,700,1694,1732,1918,0.27867579586362673,0.25736704446381864,0.37215896504364004,0.04581026816929712,0.12158054711246202,0.21444201312910294,0.022432113341204207,-0.07646430625154033,-0.07236106490910565,0.897018970189702,0.3118860796280152,0.10739030023094687,0.4460241629575039,4.0,4.0,4.0,4.0
81,36005014701,0.6328294950505216,0.6224352311956245,0.5277404617313988,9608,220,12951,273,23470,430,1842,1877,2001,0.27477102414654453,0.2529534398888117,0.21985513421389008,-0.016425062257989786,0.24090909090909096,0.3479392173189009,0.019001085776330084,-0.07940278391980948,-0.1521359407666052,0.575091575091575,0.8122152729518957,0.06606286627597235,-0.13084742270937422,4.0,4.0,4.0,4.0
82,36005014702,0.6406024018832066,0.6329340480420813,0.52455964004492,9608,220,12951,273,16530,346,1543,1572,1618,0.27477102414654453,0.2529534398888117,0.25117967332123414,-0.011970535574925,0.24090909090909096,0.3479392173189009,0.0187945560596241,-0.07940278391980948,-0.17122543546583857,0.26739926739926734,0.27634931665508455,0.029262086513994978,-0.007012225524022253,4.0,4.0,4.0,4.0
83,36005014900,0.6566638073507963,0.8031787059783594,0.7837141860049572,12437,302,19647,490,30285,775,967,1189,1315,0.2913885985366246,0.29928233318063824,0.3070827142149579,0.22312010649506275,0.6225165562913908,0.5797217978612206,0.2295760082730094,0.027090060090396717,-0.024234357595041334,0.5816326530612246,0.5414567109482364,0.10597140454163156,0.026063620098856877,4.0,4.0,4.0,4.0
84,36005015100,0.7909836990307327,0.7800805133067474,0.8237190241296537,16779,358,20064,586,30266,967,734,1364,1496,0.25603432862506703,0.35047846889952156,0.38340051542985526,-0.013784336816733411,0.6368715083798884,0.19578043983550875,0.8583106267029972,0.3688729584881454,0.05594103439133913,0.6501706484641638,0.5084728867623605,0.09677419354838701,0.09393457644832415,4.0,4.0,4.0,4.0
85,36005015200,0.8474818429217352,0.787209735100609,0.9415580272737778,47155,549,60417,858,60139,1190,250,416,482,0.1397094687731948,0.17041561150007448,0.23744990771379637,-0.07111905502699056,0.5628415300546448,0.2812427102110062,0.6639999999999999,0.21978569524681424,0.19607010087780785,0.38694638694638694,-0.004601353923564533,0.15865384615384626,0.3933577189534223,1.0,1.0,2.0,1.0
86,36005015300,0.8215310512265069,0.7403174324841467,0.8201696321154305,21366,354,20511,451,31635,894,616,841,1140,0.1988205560235889,0.2638584174345473,0.3391180654338549,-0.09885642012083673,0.27401129943502833,-0.040016849199662974,0.3652597402597402,0.32711839616443905,0.10786210904603233,0.9822616407982261,0.5423431329530495,0.3555291319857312,0.28522739100402794,4.0,4.0,4.0,4.0
87,36005015500,0.7300538642140884,0.8003187951529751,0.7633027562119963,13674,243,25365,368,33750,787,593,856,948,0.2132514260640632,0.17409816676522769,0.27982222222222225,0.09624622837183083,0.51440329218107,0.8549802544975866,0.44350758853288363,-0.18360139494248173,-0.04625161768680375,1.1385869565217392,0.33057362507392085,0.10747663551401865,0.6072669082125604,4.0,4.0,4.0,4.0
89,36005015800,0.7976833902433276,0.8946160714562006,0.9156780669121265,49135,669,43015,867,55167,1050,340,331,251,0.1633865879719141,0.2418691154248518,0.22839741149600304,0.12151773798788068,0.2959641255605381,-0.12455479800549507,-0.026470588235294135,0.48034865301446095,0.02354305509137844,0.2110726643598615,0.28250610252237585,-0.2416918429003021,-0.05569832223177906,1.0,2.0,3.0,2.0
91,36005016000,0.7746453504275181,0.8336818473953777,0.8329135244807048,51320,636,52719,791,89066,1722,453,611,677,0.14871395167575993,0.18004893871279803,0.23200772460871713,0.07621100021484395,0.24371069182389937,0.027260327357755187,0.3487858719646799,0.2107064379901462,-0.0009216020680710146,1.1769911504424777,0.6894478271590887,0.10801963993453345,0.288581461614724,1.0,2.0,1.0,1.0
