,tract,entropy_index_9,entropy_index_0,entropy_index_1,inc_9,rent_9,inc_0,rent_0,inc_1,rent_1,r_units_9,r_units_0,r_units_1,ratio_rent_inc_9,ratio_rent_inc_0,ratio_rent_inc_1,entropy_9_0,rent_9_0,inc_9_0,rent_units_9_0,rent_burden_9_0,entropy_0_1,rent_0_1,inc_0_1,rent_units_0_1,rent_burden_0_1
1934,36081130100,0.8833883373085748,0.8235508516383606,0.8365860682447094,0.26873422435552613,0.2216867469879518,0.23961642855639953,0.23809523809523808,0.3330420485465441,0.2706214689265537,0.06482819971088624,0.034641772579012485,0.03236755970420657,0.035614765744161996,0.1638638602715446,0.04257818156956571,0.19457156723019117,0.28961248665758643,0.07246061612331922,0.02759282297106463,0.5894719860788601,0.34410645315747296,0.18940434919634416,0.3476181058487841,0.008196854553883413,0.11328315635019452
1935,36081133300,0.6195333130297344,0.48300167660769117,0.7577782850437897,0.395691093915946,0.8433734939759037,0.4372619774023187,0.482281284606866,0.5004286442004646,0.7248587570621469,0.0311353274769265,0.03261725340231695,0.030185477027518486,0.12201153755748591,0.16806726415234144,0.0781374091851377,0.15702998208465932,0.1528237068904826,0.10010449352847782,0.08611143875730885,0.3014021537311426,0.5149279880957066,0.25592342519463895,0.29434168462491705,0.008161785654839162,0.1937944010890699
1936,36081134100,0.6527865950770722,0.6810307266092442,0.8228706091464661,0.3762913614984621,0.7771084337349398,0.34529320175900013,0.5238095238095238,0.30302867153429774,0.8531073446327684,0.02212832202824419,0.029130581486896862,0.02666989938174324,0.11813996638546057,0.24971716262013186,0.1699174217505815,0.22226482946950857,0.1972754246267448,0.07331089039940511,0.11662477684453633,0.44254385293137927,0.40995181514625156,0.2806325169670807,0.2172423425519228,0.008166906735084706,0.2939168926094542
1937,36081134700,0.7900520822715746,0.8546369716696394,0.9232205565209738,0.31151294464903934,0.4759036144578313,0.24783281082332148,0.3687707641196013,0.2817496966358678,0.6418079096045197,0.35127321249861004,0.37712293330334046,0.40150321251060733,0.08266675264821602,0.24966706377441283,0.136905509892116,0.2337329583223822,0.22860432245054618,0.057474309181615335,0.08726382537128939,0.5607671903353908,0.36816262046411147,0.2951020753285288,0.2824598959195615,0.008724461376530861,0.23515660275806768
1938,36081136700,0.7903740740996528,0.8038169096760631,0.9476250787531307,0.30245100067585273,0.38313253012048193,0.24589706903444358,0.41140642303433,0.26293490820387727,0.6333333333333333,0.08840209051484488,0.06962096502080756,0.062310583100981934,0.06399737907308838,0.2823135711097742,0.14567520833598085,0.21677414380755552,0.3297907399508202,0.060239979323509135,0.055660378021541744,0.7189003660172644,0.4033071904670394,0.2608613991856933,0.26462907597798324,0.007439829135343999,0.2226546917708258
1939,36081137700,0.8658352108499805,0.8407011706185998,0.9302641802899605,0.26573426573426573,0.43734939759036146,0.2422044311654428,0.3997785160575858,0.290136213601481,0.6598870056497175,0.11508951406649616,0.12563266224271735,0.1379561158928355,0.09712002631279135,0.27856007533704363,0.13640085026223753,0.20492756959769495,0.27856735823736656,0.07533131332227906,0.08963972943477447,0.5595851627160764,0.3776214824041145,0.2805792879602673,0.2978991561860609,0.00918027482628798,0.2104110251058376
1940,36081138501,0.6706313006152116,0.7578059292119461,0.8791233294161441,0.35153308230231306,0.9662650602409638,0.3023386706503672,0.6262458471760798,0.2901900529696553,0.888135593220339,0.06916490603802958,0.07310763693622764,0.07273608922293612,0.17217814463693618,0.35223022152405997,0.18548347349831898,0.24426655825729549,0.1882300915197072,0.06555860689983856,0.08609988454344815,0.45738842171317784,0.39528878964557906,0.2417580889661497,0.2384716905398759,0.008359062254896004,0.23085528203618289
1941,36081139900,0.6201330474353052,0.5780180655453606,0.8833383928354771,0.3653604777865133,0.946987951807229,0.36468744082311105,0.6007751937984496,0.32286226647174054,0.8016949152542373,0.007339041476704103,0.00776065684399955,0.0015759485998302824,0.15931075196830882,0.2732691980676913,0.1485915966153979,0.19452260851265854,0.18178615298365283,0.08511154265148958,0.0931262404124186,0.3805790663550538,0.512819830390034,0.22522184249921215,0.219763140636455,0.004439016370340795,0.23479545328010237
1942,36081140300,0.7515177442138543,0.7836382895701146,0.9369018605813384,0.3262575688611192,0.9301204819277108,0.2642287541818335,0.5658914728682171,0.23727009554417106,1.0,0.010563771822528633,0.012821954785738388,0.009334464783610134,0.1816325319239665,0.364746279631805,0.2567655982376648,0.22316456016719163,0.16981935676750143,0.05905284101482265,0.10774936907221987,0.45264233011181154,0.40880715671016854,0.3083276857606847,0.22053166564497798,0.007611690039910477,0.31734251479954295
1943,36081140901,0.8204528066053577,0.6343123002153965,0.8695640872389072,0.2965683231955421,0.6108433734939759,0.3012761167336461,0.4280177187153931,0.16910945543549838,0.9367231638418079,0.004670299121538974,0.006186030817680801,0.003151897199660565,0.1243657699222442,0.23417871756741085,0.33190615218494535,0.1525076871192675,0.20478013685585392,0.08905284186662421,0.12473952002683619,0.4013647439607812,0.4640076998270265,0.3802234048649114,0.13077097037737867,0.00781760105221129,0.6138235726376895
